costat,curcd,datafmt,indfmt,consol,gvkey,datadate,conm,tic,fyrc,sic,ebitda,revt
A,USD,STD,INDL,C,020214,2023-12-31,ENERPLUS CORP,ERF,12,1311,958.2850,1694.3330
A,USD,STD,INDL,C,020225,2023-12-31,MINERVA NEUROSCIENCES INC,NERV,12,2836,-23.0880,0.0000
I,USD,STD,INDL,C,020228,2023-06-30,CATALENT INC,CTLT,6,2834,562.0000,4263.0000
A,USD,STD,INDL,C,020232,2023-10-31,KEYSIGHT TECHNOLOGIES INC,KEYS,10,3825,1618.0000,5464.0000
A,USD,STD,INDL,C,020233,2023-12-31,THERAVANCE BIOPHARMA INC,TBPH,12,2834,-51.3920,57.4240
A,USD,STD,INDL,C,020235,2023-12-31,DNOW INC,DNOW,12,5084,174.0000,2321.0000
A,CAD,STD,INDL,C,020269,2023-08-31,CALDWELL PARTNERS INTL INC,CWLPF,8,7361,-0.3250,97.8010
I,CAD,STD,INDL,C,020281,2023-12-31,OSISKO MINING INC,OBNNF,12,1040,-21.6310,0.0000
I,CAD,STD,FS,C,020285,2023-10-31,CANADIAN WESTERN BANK,CBWBF,10,6020,,2496.7690
I,CAD,STD,INDL,C,020285,2023-10-31,CANADIAN WESTERN BANK,CBWBF,10,6020,673.9390,2492.9740
A,USD,STD,FS,C,020299,2023-12-31,LIVE OAK BANCSHARES INC,LOB,12,6020,,800.0080
A,USD,STD,INDL,C,020299,2023-12-31,LIVE OAK BANCSHARES INC,LOB,12,6020,207.1760,800.0080
A,CAD,STD,INDL,C,020300,2023-12-31,ACT ENERGY TECHNOLOGIES LTD,CETEF,12,1381,87.9090,545.2970
A,USD,STD,INDL,C,020307,2023-12-31,ELICIO THERAPEUTICS INC,ELTX,12,2836,-35.3630,0.0000
A,CAD,STD,INDL,C,020315,2023-08-31,COGECO INC  -SUB VTG,CGECF,8,4813,1416.7410,3081.1360
A,CAD,STD,INDL,C,020323,2023-12-31,BONTERRA ENERGY CORP,BNEFF,12,1311,175.7240,276.4730
I,CAD,STD,INDL,C,020333,2023-07-31,IBEX TECHNOLOGIES INC,IBXNF,7,2836,1.9170,7.4920
A,USD,STD,INDL,C,020337,2023-12-31,SLATE GROCERY REIT,SRRTF,12,6798,127.6490,207.0230
A,USD,STD,INDL,C,020338,2023-12-31,PRIMO BRANDS CORP,PRMB,12,2086,354.3000,1771.8000
A,CAD,STD,INDL,C,020341,2023-12-31,ISHARES MSCI EUROPE IMI IDX,XEU.,12,6722,,
A,CAD,STD,INDL,C,020350,2023-12-31,DXI CAPITAL CORP,DXIEF,12,1311,-0.1320,0.0000
A,USD,STD,INDL,C,020389,2023-12-31,ISHARES YIELD OPTIMIZED BOND,BYLD,12,6722,,
A,CAD,STD,INDL,C,020392,2023-09-30,EXCO TECHNOLOGIES LTD,EXCOF,9,3540,75.3230,619.3030
A,CAD,STD,INDL,C,020400,2023-12-31,ISHARES MSCI EU IMI CAD-HDG,XEH.,12,6722,,
A,USD,STD,INDL,C,020412,2023-12-31,ARES MANAGEMENT CORP,ARES,12,6282,1086.5450,3631.8840
A,CAD,STD,INDL,C,020416,2023-12-31,ECONOMIC INVESTMENT TR LTD,ECVTF,12,6199,35.3210,37.8140
A,USD,STD,INDL,C,020420,2023-12-31,ORION SA,OEC,12,2890,303.1000,1893.9000
A,USD,STD,FS,C,020422,2023-12-31,HERITAGE INSURANCE HOLDINGS,HRTG,12,6331,,737.5190
A,USD,STD,INDL,C,020422,2023-12-31,HERITAGE INSURANCE HOLDINGS,HRTG,12,6331,72.6710,735.4980
A,USD,STD,FS,C,020430,2023-12-31,SLM CORP,SLM,12,6141,,2843.4190
A,USD,STD,INDL,C,020430,2023-12-31,SLM CORP,SLM,12,6141,1089.4480,2843.4190
A,CAD,STD,INDL,C,020443,2023-12-31,PURPOSE REAL ESTATE INC FUND,PHR.,12,6722,,
A,CAD,STD,INDL,C,020446,2023-12-31,PURPOSE TACTICAL HDGD EQ FND,PHE.B,12,6722,,
I,USD,STD,INDL,C,020448,2023-12-31,XTRACKERS MSCI ALL CHINA EQU,CN,12,6722,,
A,CAD,STD,INDL,C,020452,2023-12-31,PURPOSE BEST IDEAS FUND,PBI.,12,6722,,
A,CAD,STD,INDL,C,020456,2023-12-31,HAMMOND MFG LTD  -CL A,HMFAF,12,3640,36.4070,238.2850
A,USD,STD,INDL,C,020463,2023-12-31,INVESCO VARIABLE RATE PREFER,VRP,12,6722,,
A,USD,STD,INDL,C,020466,2023-12-31,ISHARES MSCI QATAR ETF,QAT,12,6722,,
A,USD,STD,INDL,C,020467,2023-12-31,ISHARES MSCI UAE ETF,UAE,12,6722,,
A,USD,STD,INDL,C,020473,2023-12-31,WESTLAKE CHEMICAL PRTNRS LP,WLKP,12,2860,442.2190,1190.7910
A,CAD,STD,FS,C,020475,2023-12-31,GUARDIAN CAP GRP LTD  -CL A,GCAAF,12,6211,,297.7990
A,CAD,STD,INDL,C,020475,2023-12-31,GUARDIAN CAP GRP LTD  -CL A,GCAAF,12,6211,135.7520,295.0970
A,USD,STD,INDL,C,020477,2023-12-31,METROPOLITAN LIFE INSURANCE,MET1,12,6311,1354.0000,36359.0000
A,CAD,STD,INDL,C,020483,2023-11-30,FIRAN TECHNOLOGY GROUP CORP,FTGFF,11,3674,19.1750,135.2000
A,CAD,STD,INDL,C,020500,2023-12-31,IMPERIAL METALS CORP,IPMLF,12,1000,21.1880,344.4550
A,USD,STD,INDL,C,020502,2023-12-31,RAYONIER ADVANCED MATERIALS,RYAM,12,2820,152.4250,1643.3300
A,USD,STD,INDL,C,020503,2023-12-31,WISDOMTREE EUR QLTY DIV GRW,EUDG,12,6722,,
A,USD,STD,INDL,C,020511,2023-12-31,WISDOMTREE INTL HGD QLTY DIV,IHDG,12,6722,,
A,USD,STD,INDL,C,020517,2023-12-31,LIMBACH HOLDINGS INC,LMB,12,1700,39.2150,516.3500
A,USD,STD,INDL,C,020521,2023-12-31,BRIGHTHOUSE LIFE INSURNCE CO,MET2,12,6311,-3056.0000,3239.0000
A,CAD,STD,INDL,C,020523,2023-12-31,INVENTRONICS LTD,IVXLF,12,3460,0.8520,8.8590
A,USD,STD,INDL,C,020525,2023-12-31,AIRBOSS OF AMERICA CORP,ABSSF,12,2820,19.4290,426.0250
A,USD,STD,INDL,C,020529,2023-12-31,EASTERN PLATINUM LTD,ELRFF,12,1090,24.7850,106.9440
A,USD,STD,INDL,C,020530,2023-03-31,ALIBABA GROUP HLDG,BABA,3,5961,21787.8730,126457.9980
A,CAD,STD,INDL,C,020531,2023-12-31,GLOBAL X CAN SELCT UNIV CORP,HBB.,12,6722,,
A,USD,STD,INDL,C,020534,2023-12-31,VIPER ENERGY INC,VNOM,12,6792,766.3370,827.6970
A,USD,STD,INDL,C,020540,2023-12-31,TRUECAR INC,TRUE,12,7370,-27.9910,158.7060
A,USD,STD,INDL,C,020547,2023-12-31,FOMO WORLDWIDE INC,IGOT,12,7389,-0.8580,2.4990
A,USD,STD,INDL,C,020548,2023-12-31,COTERRA ENERGY INC,CTRA,12,1311,3795.0000,5914.0000
A,USD,STD,INDL,C,020554,2023-12-31,NANOVIBRONIX INC,NAOV,12,3845,-3.4350,2.2830
A,CAD,STD,INDL,C,020561,2023-12-31,LINAMAR CORP,LIMAF,12,3714,1287.7200,9733.5320
I,USD,STD,INDL,C,020567,2023-12-31,MARINUS PHARMACEUTICALS INC,MRNS,12,2836,-130.9850,30.9890
A,USD,STD,INDL,C,020600,2023-11-30,NOVAGOLD RESOURCES LTD,NG,11,1040,-21.7730,0.0000
A,CAD,STD,INDL,C,020601,2023-03-31,METALORE RESOURCES LTD,MTLRF,3,1311,-2.3800,1.0720
A,USD,STD,INDL,C,020606,2023-12-31,VANECK MERK GOLD ETF,OUNZ,12,6722,,
A,USD,STD,INDL,C,020608,2023-12-31,FIRST TRUST MANAGED MUNI ETF,FMB,12,6722,,
A,CAD,STD,INDL,C,020612,2023-12-31,NUINSCO RESOURCES LTD,NWIFF,12,1000,-1.3550,0.0000
A,CAD,STD,INDL,C,020618,2023-08-31,OPAWICA EXPLORATIONS INC,OPWEF,8,1000,-1.4670,0.0000
A,USD,STD,INDL,C,020621,2023-12-31,DERMTECH INC,DMTKQ,12,2835,-99.8150,15.2960
I,USD,STD,FS,C,020623,2023-12-31,TRADITIONS BANCORP INC,TRBK,12,6020,,45.9930
I,USD,STD,INDL,C,020623,2023-12-31,TRADITIONS BANCORP INC,TRBK,12,6020,12.4600,45.9930
A,USD,STD,FS,C,020628,2023-12-31,INVESTAR HOLDING CORP,ISTR,12,6020,,139.7390
A,USD,STD,INDL,C,020628,2023-12-31,INVESTAR HOLDING CORP,ISTR,12,6020,42.9210,139.7390
A,CAD,STD,INDL,C,020629,2023-12-31,STLLR GOLD INC,STLRF,12,1040,-21.4630,0.0000
A,USD,STD,INDL,C,020644,2023-12-31,GOPRO INC,GPRO,12,3861,-67.7430,1005.4590
A,USD,STD,INDL,C,020645,2023-12-31,ARDELYX INC,ARDX,12,2836,-62.6760,124.4560
A,USD,STD,INDL,C,020646,2023-09-30,ORVANA MINERALS CORP,ORVMF,9,1040,20.6300,99.1220
A,USD,STD,INDL,C,020649,2023-12-31,SYNDAX PHARMACEUTICALS INC,SNDX,12,2836,-229.9420,0.0000
A,USD,STD,INDL,C,020655,2023-12-31,XPLR INFRASTRUCTURE LP,XIFR,12,4911,496.0000,1078.0000
A,USD,STD,INDL,C,020658,2023-12-31,GOLDEN GROWERS COOPERATIVE,GGROU,12,0700,-0.8740,88.0190
A,USD,STD,INDL,C,020659,2023-12-31,AMPHASTAR PHARMACEUTICLS INC,AMPH,12,2834,237.7220,644.3950
A,USD,STD,INDL,C,020661,2023-12-31,V2X INC,VVX,12,8744,293.8570,3963.1260
A,USD,STD,INDL,C,020664,2023-12-31,XTRACKERS HARVEST CSI 500 CH,ASHS,12,6722,,
A,USD,STD,INDL,C,020670,2023-12-31,PAN AMERICAN SILVER CORP,PAAS,12,1040,544.2000,2316.1000
A,CAD,STD,INDL,C,020676,2023-12-31,PARAMOUNT RESOURCES LTD,PRMRF,12,1311,921.0000,1852.4000
A,USD,STD,FS,C,020677,2023-12-31,FIRST FOUNDATION INC,FFWM,12,6020,,623.0420
A,USD,STD,INDL,C,020677,2023-12-31,FIRST FOUNDATION INC,FFWM,12,6020,131.0320,623.0420
A,USD,STD,INDL,C,020682,2023-12-31,RETURN STACKED BON & M F ETF,RSBT,12,6722,,
A,CAD,STD,INDL,C,020684,2023-12-31,OBSIDIAN ENERGY LTD,OBE,12,1311,416.1000,683.9000
A,USD,STD,FS,C,020686,2023-12-31,SYNCHRONY FINANCIAL,SYF,12,6141,,20999.0000
A,USD,STD,INDL,C,020686,2023-12-31,SYNCHRONY FINANCIAL,SYF,12,6141,4187.0000,20999.0000
A,USD,STD,INDL,C,020692,2023-06-30,KIMBALL ELECTRONICS INC,KE,6,3674,119.9330,1823.4290
A,CAD,STD,INDL,C,020695,2023-12-31,PRECISION DRILLING CORP,PDS,12,1381,617.1010,1937.8540
I,USD,STD,INDL,C,020696,2023-12-31,MASONITE INTERNATIONAL CORP,DOOR,12,2430,388.9940,2830.6950
I,USD,STD,INDL,C,020699,2023-12-31,LIBERTY TRIPADVISOR HOLDINGS,LTRPA,12,7370,225.0000,1788.0000
A,CAD,STD,INDL,C,020710,2023-12-31,PRAIRIESKY ROYALTY LTD,PREKF,12,6792,455.5000,513.2000
A,USD,STD,INDL,C,020712,2023-12-31,ISHARES INT RATE HDGD CP BD,LQDH,12,6722,,
A,USD,STD,INDL,C,020713,2023-12-31,ISHARES INT RATE HDGD HI YLD,HYGH,12,6722,,
A,USD,STD,INDL,C,020720,2023-12-31,RELMADA THERAPEUTICS INC,RLMD,12,2834,-103.7020,0.0000
A,CAD,STD,INDL,C,020727,2023-03-31,CLAIRVEST GROUP INC,CVTGF,3,6799,63.2770,130.1830
I,USD,STD,INDL,C,020740,2023-12-31,VIA RENEWABLES INC,VIA,12,4931,56.3260,435.1920
A,USD,STD,INDL,C,020748,2023-12-31,ARISTA NETWORKS INC,ANET,12,3576,2338.3860,5860.1680
A,USD,STD,INDL,C,020756,2023-12-31,MATINAS BIOPHARMA HLDGS INC,MTNB,12,2836,-23.3730,1.0960
A,USD,STD,INDL,C,020767,2023-12-31,SPDR MSCI EAFE STRATEGICFACT,QEFA,12,6722,,
A,USD,STD,INDL,C,020772,2023-12-31,SPDR MSCI EM MKTS STRATEGICF,QEMM,12,6722,,
A,USD,STD,INDL,C,020773,2023-12-31,SPDR MSCI WORLD STRATEGICFAC,QWLD,12,6722,,
A,USD,STD,INDL,C,020779,2023-07-31,CISCO SYSTEMS INC,CSCO,7,3576,17210.0000,56998.0000
A,USD,STD,FS,C,020791,2023-12-31,BLACKSTONE MORTGAGE TR INC,BXMT,12,6798,,2037.6210
A,USD,STD,INDL,C,020791,2023-12-31,BLACKSTONE MORTGAGE TR INC,BXMT,12,6798,1617.5990,2037.6210
A,USD,STD,INDL,C,020801,2023-12-31,KINAXIS INC,KXSCF,12,7370,40.3860,426.9710
A,USD,STD,INDL,C,020819,2023-12-31,GABELLI GBL SM & MID CAP VAL,GGZ,12,6726,,
A,USD,STD,INDL,C,020823,2023-01-31,HEALTHEQUITY INC,HQY,1,6324,198.8540,861.7480
A,CAD,STD,INDL,C,020840,2023-12-31,URBANA CORP,UBAAF,12,6799,79.6860,90.5130
A,USD,STD,INDL,C,020843,2023-12-31,ISHARES CORE MSCI EUROPE ETF,IEUR,12,6722,,
A,USD,STD,INDL,C,020844,2023-12-31,ISHARES CORE MSCI PACIFIC,IPAC,12,6722,,
A,USD,STD,INDL,C,020846,2023-12-31,ISHARES CORE DIV GROWTH ETF,DGRO,12,6722,,
A,USD,STD,INDL,C,020853,2023-12-31,ISHARES CORE TOTAL USD BOND,IUSB,12,6722,,
A,USD,STD,INDL,C,020860,2023-12-31,WINPAK LTD,WIPKF,12,2670,229.0030,1141.4070
A,CAD,STD,INDL,C,020864,2023-12-31,STROUD RESOURCES LTD,SDURF,12,1040,-0.2670,0.0360
A,CAD,STD,INDL,C,020874,2023-06-30,SYNEX RENEWABLE ENERGY CORP,SYITF,6,4991,-0.3110,2.2030
A,CAD,STD,INDL,C,020876,2023-12-31,YORBEAU RESOURCES INC  -CL A,YRBAF,12,1040,-2.4240,0.0770
A,CAD,STD,INDL,C,020879,2023-12-31,LASSONDE INDUSTRIES INC-CL A,LSDAF,12,2033,198.6710,2314.9490
A,CAD,STD,INDL,C,020890,2023-12-31,NOUVEAU MONDE GRAPHITE INC,NMG,12,1000,-46.9350,0.0000
A,USD,STD,INDL,C,020898,2023-12-31,SOLENO THERAPEUTICS INC,SLNO,12,2836,-36.7120,0.0000
A,USD,STD,INDL,C,020904,2023-09-30,HOLOGIC INC,HOLX,9,3844,1269.3000,4030.4000
A,USD,STD,INDL,C,020912,2023-10-31,CENTRAL AND ESTRN EUR FD INC,CEE,10,6726,,
A,CAD,STD,INDL,C,020918,2023-12-31,JOURNEY ENERGY INC,JRNGF,12,1311,71.7750,186.9180
A,CAD,STD,INDL,C,020930,2023-12-31,CANLAN ICE SPORTS CORP,CNLFF,12,7990,9.1370,86.1510
A,USD,STD,FS,C,020935,2023-12-31,TRUPANION INC,TRUP,12,6399,,1116.0870
A,USD,STD,INDL,C,020935,2023-12-31,TRUPANION INC,TRUP,12,6399,-23.7910,1108.6050
A,USD,STD,INDL,C,020943,2023-12-31,SAGE THERAPEUTICS INC,SAGE,12,2836,-545.0700,86.4550
A,USD,STD,INDL,C,020945,2023-12-31,IRADIMED CORP,IRMD,12,3841,20.8000,65.5620
A,USD,STD,INDL,C,020959,2023-12-31,PLYMOUTH INDL REIT INC,PLYM,12,6798,,199.8480
A,USD,STD,INDL,C,020960,2023-12-31,CANNAE HOLDINGS INC,CNNE,12,5812,-99.9000,570.0000
A,USD,STD,INDL,C,020961,2023-03-31,ANTERIX INC,ATEX,3,4899,-53.4300,1.9190
A,USD,STD,INDL,C,021000,2023-12-31,HELIUS MEDICAL TECHNOLOGIES,HSDT,12,3845,-12.1070,0.6440
A,USD,STD,INDL,C,021002,2023-12-31,CYBERARK SOFTWARE LTD,CYBR,12,7372,-97.2220,751.8880
A,USD,STD,INDL,C,021004,2023-12-31,LANTHEUS HOLDINGS INC,LNTH,12,2835,552.0020,1296.4290
A,USD,STD,INDL,C,021012,2023-12-31,ATARA BIOTHERAPEUTICS INC,ATRA,12,2836,-264.4470,8.5730
A,USD,STD,INDL,C,021015,2023-12-31,OCULAR THERAPEUTIX INC,OCUL,12,2836,-79.3990,58.4430
A,USD,STD,FS,C,021019,2023-12-31,ACADIAN ASSET MANAGEMENT INC,AAMI,12,6282,,436.7000
A,USD,STD,INDL,C,021019,2023-12-31,ACADIAN ASSET MANAGEMENT INC,AAMI,12,6282,132.8000,426.6000
A,USD,STD,INDL,C,021020,2023-12-31,ADVERUM BIOTECHNOLOGIES,ADVM,12,2836,-118.1230,3.6000
A,USD,STD,INDL,C,021026,2023-12-31,VICTORYSHRS US EQ INM ENH VO,CDC,12,6722,,
A,USD,STD,INDL,C,021028,2023-12-31,VICTORYSHARES US 500 ENH VOL,CFO,12,6722,,
A,USD,STD,INDL,C,021029,2023-12-31,VICTORYSHARES US 500 VOL WTD,CFA,12,6722,,
A,USD,STD,INDL,C,021032,2023-12-31,VIKING THERAPEUTICS INC,VKTX,12,2836,-100.8270,0.0000
A,USD,STD,INDL,C,021033,2023-12-31,T2 BIOSYSTEMS INC,TTOO,12,2835,-46.2940,7.1930
A,USD,STD,INDL,C,021035,2023-12-31,RUMBLEON INC,RMBL,12,5500,35.6800,1366.4000
A,USD,STD,INDL,C,021040,2023-11-30,SURGE COMPONENTS INC,SPRS,11,5065,1.5810,36.2770
A,USD,STD,INDL,C,021042,2023-06-30,AKOUSTIS TECHNOLOGIES INC,AKTSQ,6,3679,-53.9460,27.1210
A,CAD,STD,INDL,C,021052,2023-12-31,VANGUARD FTSE GLBL CAP EXCDA,VXC.,12,6722,,
A,CAD,STD,INDL,C,021056,2023-12-31,VANGUARD FTSE DEV AS PAC ACP,VA.,12,6722,,
A,CAD,STD,INDL,C,021057,2023-12-31,VANGUARD FTSE DEV EURO ALLCP,VE.,12,6722,,
A,USD,STD,INDL,C,021065,2023-02-28,JAPAN SMALL CAP FUND INC,JOF,2,6726,,
A,USD,STD,INDL,C,021069,2023-12-31,ISHARES GLOBAL REIT ETF,REET,12,6722,,
A,USD,STD,INDL,C,021070,2023-12-31,ISHARES CURR HDG MSCI EUROZN,HEZU,12,6722,,
A,USD,STD,INDL,C,021103,2023-12-31,LIFEWARD LTD,LFWD,12,3842,-18.2430,13.8540
A,CAD,STD,INDL,C,021113,2023-12-31,GLOBAL X EQUAL WEGT CAN PIPE,PPLN.,12,6722,,
A,USD,STD,INDL,C,021116,2023-03-31,ADM TRONICS UNLIMITED INC/DE,ADMT,3,3845,0.0340,3.6770
A,USD,STD,INDL,C,021118,2023-12-31,ACCELERATE DIAGNOSTICS INC,AXDXQ,12,2835,-51.5440,12.0590
A,USD,STD,INDL,C,021119,2023-12-31,SPROTT GOLD MINERS ETF,SGDM,12,6722,,
A,USD,STD,INDL,C,021124,2023-12-31,EL POLLO LOCO HOLDINGS INC,LOCO,12,5812,51.5210,468.6640
A,CAD,STD,INDL,C,021155,2023-12-31,ILLUMIN HOLDINGS INC,ILLMF,12,7370,-5.8950,126.3180
A,CAD,STD,INDL,C,021161,2023-12-31,INVESCO CANDN GOV FLT RT ETF,PFL.,12,6722,,
I,USD,STD,INDL,C,021165,2023-12-31,INDEPENDENCE CONTRACT DRLLNG,ICDIQ,12,1381,57.0860,210.1060
A,USD,STD,FS,C,021191,2023-12-31,MERCHANTS FINANCIAL GROUP,MFGI,12,6020,,143.7990
A,USD,STD,INDL,C,021191,2023-12-31,MERCHANTS FINANCIAL GROUP,MFGI,12,6020,50.8010,143.7990
A,USD,STD,FS,C,021194,2023-12-31,MBT BANCSHARES INC,MBKL,12,6020,,27.3200
A,USD,STD,INDL,C,021194,2023-12-31,MBT BANCSHARES INC,MBKL,12,6020,11.7200,27.3200
A,CAD,STD,INDL,C,021203,2023-12-31,FIRST TRUST GBL RISK MANGD,ETP.,12,6722,,
A,USD,STD,INDL,C,021208,2023-12-31,ALTAMIRA THERAPEUTICS LTD,CYTOF,12,2836,-6.8850,0.3040
A,USD,STD,INDL,C,021209,2023-12-31,NOTABLE LABS LTD,NTBLQ,12,2836,-14.4000,0.3100
A,USD,STD,INDL,C,021210,2023-12-31,FIRST TR DRSY WRT INTL FOC 5,IFV,12,6722,,
A,USD,STD,INDL,C,021212,2023-12-31,VANECK CHINEXT ETF,CNXT,12,6722,,
A,USD,STD,INDL,C,021222,2023-12-31,PETRO-VICTORY ENERGY CORP,PTVRF,12,1311,-5.4180,1.6720
A,USD,STD,INDL,C,021227,2023-12-31,LIBERTY BROADBAND CORP,LBRDK,12,4812,303.0000,981.0000
A,USD,STD,INDL,C,021236,2023-12-31,ABRDN HEALTHCARE OPPORT FUND,THQ,12,6726,,
A,USD,STD,INDL,C,021237,2023-12-31,TETRA TECHNOLOGIES INC/DE,TTI,12,1389,79.3810,626.2620
A,USD,STD,INDL,C,021238,2023-12-31,VICOR CORP,VICR,12,3679,68.5980,405.0590
A,USD,STD,INDL,C,021241,2023-06-30,ENLIGHTIFY INC,ENFY,6,2870,-11.2100,124.1400
A,USD,STD,INDL,C,021263,2023-12-31,PANBELA THERAPEUTICS INC,PBLA,12,2836,-25.6470,0.0000
I,USD,STD,INDL,C,021273,2023-12-31,UGE INTERNATIONAL LTD,UGEIF,12,1623,-11.6730,1.2100
A,USD,STD,INDL,C,021282,2023-12-31,KIORA PHARMACEUTICALS INC,KPRX,12,2834,-8.6360,0.0000
A,USD,STD,INDL,C,021295,2023-12-31,FOCUS UNIVERSAL INC,FCUV,12,3829,-4.7950,1.0530
I,USD,STD,INDL,C,021298,2023-12-31,VICTORY SHA US DISRY ENH VOL,CSF,12,6722,,
A,USD,STD,INDL,C,021324,2023-12-31,FIRST TRUST ENHANCED SHT MAT,FTSM,12,6722,,
A,CAD,STD,INDL,C,021339,2023-07-31,SULLIDEN MINING CAPITAL INC,SULMF,7,1040,-1.9370,0.0000
A,USD,STD,INDL,C,021352,2023-12-31,AVANOS MEDICAL INC,AVNS,12,3842,100.8000,673.3000
A,USD,STD,INDL,C,021361,2023-12-31,NOCOPI TECHNOLOGIES INC,NNUP,12,6794,-1.8240,2.0840
A,USD,STD,FS,C,021382,2023-12-31,SANTANDER UK PLC,STD1,12,6020,,15355.6590
A,USD,STD,INDL,C,021382,2023-12-31,SANTANDER UK PLC,STD1,12,6020,5803.4330,15355.6590
A,USD,STD,INDL,C,021421,2023-12-31,VIVANI MEDICAL INC,VANI,12,3845,-26.6080,0.0000
A,USD,STD,FS,C,021423,2023-12-31,UNIVERSITY BANCORP INC,UNIB,12,6020,,105.5680
A,USD,STD,INDL,C,021423,2023-12-31,UNIVERSITY BANCORP INC,UNIB,12,6020,30.8350,105.5680
A,USD,STD,INDL,C,021429,2023-12-31,GRANITE CONSTRUCTION INC,GVA,12,1600,194.9950,3509.1380
A,USD,STD,INDL,C,021431,2023-12-31,CALIFORNIA RESOURCES CORP,CRC,12,1311,1060.0000,2801.0000
A,USD,STD,INDL,C,021432,2023-12-31,RIDGEFIELD ACQUISITION CORP,RDGA,12,9995,-0.0600,0.0000
A,USD,STD,INDL,C,021436,2023-12-31,CATERPILLAR FINANCIAL SVCS,CAT1,12,6159,2593.0000,3248.0000
A,USD,STD,INDL,C,021440,2023-12-31,LANDSTAR SYSTEM INC,LSTR,12,4213,402.3020,5313.4630
A,USD,STD,INDL,C,021470,2023-12-31,FIRST TRUST HIGH INC S F ETF,HISF,12,6722,,
A,USD,STD,FS,C,021503,2023-12-31,KEMPER CORP/DE,KMPR,12,6331,,4994.3000
A,USD,STD,INDL,C,021503,2023-12-31,KEMPER CORP/DE,KMPR,12,6331,15.2000,4933.7000
A,USD,STD,INDL,C,021506,2023-12-31,ARMANINO FOODS DISTINCTION,AMNF,12,2030,11.7720,63.5610
A,USD,STD,FS,C,021521,2023-12-31,CITIZENS FINANCIAL SVCS INC,CZFS,12,6020,,138.7230
A,USD,STD,INDL,C,021521,2023-12-31,CITIZENS FINANCIAL SVCS INC,CZFS,12,6020,46.4020,138.7230
A,USD,STD,INDL,C,021522,2023-12-31,VYNE THERAPEUTICS INC,VYNE,12,2834,-29.2580,0.4240
A,USD,STD,INDL,C,021524,2023-12-31,PROQR THERAPEUTICS NV,PRQR,12,2836,-35.6770,7.2890
A,USD,STD,FS,C,021525,2023-12-31,COMMUNITY BANCORP INC/VT,CMTV,12,6020,,54.0770
A,USD,STD,INDL,C,021525,2023-12-31,COMMUNITY BANCORP INC/VT,CMTV,12,6020,24.8630,54.0770
A,USD,STD,INDL,C,021538,2023-12-31,PROSHARES MSCI EAFE DIV GRWR,EFAD,12,6722,,
A,USD,STD,INDL,C,021540,2023-12-31,WAYFAIR INC,W,12,5961,-317.0000,12003.0000
A,USD,STD,INDL,C,021542,2023-12-31,AAON INC,AAON,12,3585,280.6990,1168.5180
A,USD,STD,INDL,C,021554,2023-12-31,CREATIVE REALITIES INC,CREX,12,7372,4.5670,45.1660
A,USD,STD,INDL,C,021563,2023-12-31,ELECTRONIC SYSTEM TECH INC,ELST,12,3661,-0.1820,1.5450
A,CAD,STD,INDL,C,021577,2023-09-30,ORGANIGRAM GLOBAL INC,OGI,9,2834,-26.6680,161.6390
A,USD,STD,INDL,C,021589,2023-12-31,WBI BULLBEAR VALUE 3000 ETF,WBIF,12,6722,,
